p_c,rho0,rc,n,M,R,M_over_R,rho_c_matter,rho_c_total,success,fail_reason,at_boundary
0.00044146670918066727,0.0003,1.0,2,0.04860091950780009,1.2401201993276239,0.039190490997687843,0.0066442961190834,0.0069442961190834,True,,False
0.013010252169108302,0.0001,1.0,2,0.6135155299925326,2.2614786394791246,0.2712895533401282,0.03606972715326289,0.036169727153262894,True,,False
0.05035479315420916,0.0001,1.0,2,0.6045228175586146,1.9434733033527363,0.31105280248292405,0.07096111128935986,0.07106111128935987,True,,False
0.03207173457014383,0.0001,1.0,2,0.6158905504056421,2.048208697383816,0.3006971658661157,0.05663191200210693,0.056731912002106935,True,,False
0.0006931326017507085,0.0003,1.0,2,0.14075464569823387,1.7176576177542717,0.08194569409138804,0.008325458556444254,0.008625458556444254,True,,False
0.000868511373751352,0.0003,1.0,2,0.19096033785179978,1.8712153954204596,0.10205149996047956,0.009319395762340775,0.009619395762340775,True,,False
0.0010882650800586014,0.0003,1.0,2,0.2412650325971627,1.9889163825798502,0.12130476409682672,0.01043199444046344,0.01073199444046344,True,,False
0.0005531681197617227,0.0003,1.0,2,0.09245096553985106,1.5156511444771517,0.060997522996456756,0.007437527275659046,0.007737527275659046,True,,False
0.0013636216177106907,0.0003,1.0,2,0.290348875253632,2.078253471076557,0.13970811515268552,0.011677421023970536,0.011977421023970536,True,,False
0.0017086498045014841,0.0003,1.0,2,0.3373435148809064,2.1446671573046503,0.15729411145777467,0.013071533209618083,0.013371533209618083,True,,False
0.004212013901883932,0.0003,1.0,2,0.49125435872454654,2.240879918484607,0.21922386588959075,0.02052319152053094,0.020823191520530943,True,,False
0.0021409781984274524,0.0003,1.0,2,0.3813626291348928,2.191349141189781,0.1740309756973889,0.014632081869739017,0.014932081869739017,True,,False
0.006613146798410525,0.0003,1.0,2,0.5435590677463278,2.2177583150678024,0.2450939149019535,0.02571603934981148,0.026016039349811483,True,,False
0.0033614806238090617,0.0003,1.0,2,0.45865062808889523,2.237281583402954,0.20500353263145255,0.018334341067540613,0.018634341067540614,True,,False
0.0026826957952797246,0.0003,1.0,2,0.4219868474026058,2.22167879094164,0.18994053016266593,0.016378937069540637,0.01667893706954064,True,,False
